x,y,z
0.0,0.0,1.0
0.04000114097025966,0.04016301364453287,0.9967738646699781
0.07897155450688405,0.08026121548342088,0.9871162745782478
0.11590707239471719,0.12022989829904106,0.9710895431100045
0.14985596049220495,0.16000456388103862,0.9487970790744773
0.17994344249410363,0.19952102710829428,0.9203827194833026
0.20539424068692452,0.23871551952565367,0.8860298014751945
0.2255525528793062,0.2775247922482749,0.8459599793751037
0.2398989507527434,0.31588621802753625,0.8004317945205197
0.24806376420525098,0.3537378923137972,0.7497390070827848
0.24983660680754502,0.3910187331529275,0.6942087006469593
0.24517179692501773,0.42766857975539757,0.6341991717800023
0.2341895348170114,0.46362828957886876,0.5700976182043452
0.2171728053825445,0.49883983376761953,0.5023176404933873
0.19456008636083696,0.533246390794794,0.4312965734086517
0.16693404987771857,0.5667924381563616,0.357492664097534
0.13500654847026894,0.5994238419688197,0.2813821153586789
0.09960027246156045,0.6310879443260528,0.20345601305263397
0.061627551328199054,0.6617336482743793,0.12421715748296006
0.02206684529538274,0.6913115002686615,0.0441768191925848
-0.01806246708885357,0.7197737699764145,-0.036148559892120825
-0.05772635574026553,0.7470745273011361,-0.1162406986844319
-0.09590278335776543,0.7731697165005618,-0.19558282102711821
-0.13160804071933888,0.7980172272802395,-0.27366299007208267
-0.1639220943610668,0.8215769627476982,-0.3499774114354652
-0.19201229349418172,0.8438109041175531,-0.4240336838153648
-0.21515482529333668,0.8646831720631297,-0.4953539760983121
-0.23275336570800279,0.884160084615604,-0.5634781104549442
-0.24435444521312774,0.9022102115172248,-0.6279665315319111
-0.24965913356283154,0.918804424940908,-0.688403142581985
-0.24853074246082324,0.9339159464943554,-0.7443979902328954
-0.24099834766935602,0.9475203904328473,-0.7955897805720307
-0.22725603980095282,0.9595958030109736,-0.8416482103125502
-0.20765792309808911,0.9701226979098035,-0.8822760979995918
-0.18270899106953115,0.9790840876823228,-0.9172113015054528
-0.15305211409492275,0.9864655111663939,-0.9462284094415497
-0.11945147429387899,0.9922550568210038,-0.969140195573707
-0.08277287450078358,0.9964433819481403,-0.985798826856495
-0.04396142873281365,0.9990237277692786,-0.9960968172920514
-0.00401720901096072,0.9999919303321481,-0.9999677214588312
0.036030523946610216,0.9993464272301802,-0.9973865632354515
0.07514984214952139,0.9970882601237931,-0.9883699969533858
0.11233274048894741,0.9932210730594448,-0.9729761999387102
0.14662111045970835,0.9877511065891673,-0.9513044971362493
0.1771314281740787,0.980687187700071,-0.9234947202381485
0.20307752052013375,0.9720407155700705,-0.8897263054519498
0.2237908228387655,0.9618256431728192,-0.8502171357296143
0.23873760613067194,0.9500584547615332,-0.8052221349277443
0.24753272989211036,0.9367581392680456,-0.7550316229698623
0.2499495662038953,0.9219461596600114,-0.6999694426236864
0.24592583935516615,0.9056464183057156,-0.6403908699799424
0.23556523052970513,0.8878852184023752,-0.5766803221148672
0.21913470620613115,0.8686912215301781,-0.5092488767271857
0.19705763911228494,0.8480954014005551,-0.43853161975353716
0.16990289898927582,0.8261309938733238,-0.36498483807625137
0.13837019426839167,0.80283344332336,-0.2890830754368854
0.10327204236849057,0.7782403454433479,-0.2113160705515628
0.06551283319335108,0.7523913865749078,-0.13218559718422462
0.026065525309283192,0.7253282796660055,-0.05220222656649431
-0.014053424716901762,0.6970946969579886,0.028117966946099957
-0.053810253812511054,0.6677361995108743,0.10825673572554781
-0.09218052983812998,0.6373001636806154,0.1876970027453216
-0.12817554859241667,0.6058357046669899,0.2659261979013036
-0.1608678101990091,0.5733935972554847,0.3424395652528301
-0.1894149184139963,0.5400261938810758,0.4167434198446376
-0.21308128702972448,0.5057873401461255,0.4883583330958152
-0.23125709405624356,0.4707322879287277,0.5568222262027709
-0.24347399527945668,0.4349176062217198,0.6216933515967381
-0.2494171922976348,0.3984010898462418,0.6825531432186536
-0.24893354407375867,0.3612416661871533,0.7390089172206586
-0.24203551298966264,0.32349930010081157,0.7906964056685701
-0.22890084372222308,0.2852348971486621,0.8372821068971843
-0.20986798321613445,0.24651020531279622,0.8784654373532861
-0.18542735976889865,0.20738771535207806,0.9139806710420909
-0.15620874594377696,0.16793055995963974,0.9435986540632837
-0.12296503093622348,0.1282024118844743,0.9671282831740072
-0.08655282053855089,0.08826738118153096,0.9844177388387086
-0.04791036459228452,0.04818991175612146,0.9953554648098745
-0.00803338068149208,0.008034677369585692,0.9998708879191334
0.03205060297111787,-0.03213352272596548,0.9979348734344398
0.07130872428716487,-0.07224986835541426,0.9895599130452506
0.10872940155542972,-0.11224962302216426,0.974800044262764
0.14334839931387094,-0.152068238374633,0.9537505017552715
0.17427367423949697,-0.19164145836913574,0.9265471028683017
0.20070836083083984,-0.23090542296106212,0.893365371294346
0.22197130460059367,-0.26979677115702405,0.8544194045464888
0.2375146136903832,-0.30825274326167457,0.8099604925433043
0.24693777664729177,-0.3462112821542013,0.7602754962182879
0.24999798258303702,-0.38361113343106173,0.7056849966154722
0.24661637779159853,-0.42039194425335896,0.6465412264137614
0.23688009760821194,-0.4564943607393456,0.5832257972263525
0.22104002115390117,-0.4918601237448919,0.5161472373393192
0.19950430682006012,-0.5264321628773555,0.445738355776539
0.17282787506716568,-0.5601546885911401,0.3724534496987255
0.1416981095390908,-0.5929732822163285,0.29676537315518897
0.1069171449388498,-0.6248349837751059,0.21916248610152622
0.06938119806206917,-0.6556883774442672,0.14014550336900836
0.030057474574760736,-0.6854836745258907,0.060224263916965594
-0.01004075341113273,-0.7141727937922906,-0.02008555878617134
-0.049880256777073084,-0.7417094390755931,-0.10026578402766168
-0.08843447307844925,-0.7680491739767269,-0.17979906729266493
-0.12470995844190441,-0.7931494935732705,-0.2581722383110707
-0.15777198608151313,-0.816969893010442,-0.33487961217098594
-0.18676863182528364,-0.8394719328645365,-0.4094262521346418
-0.2109527260293882,-0.8606193011733467,-0.4813311631041992
-0.22970110623522672,-0.8803778720334505,-0.5501303951322931
-0.24253067447745083,-0.8987157606698233,-0.6153800369526782
-0.24911084548703502,-0.9156033748888913,-0.6766590802158554
-0.2492720650309483,-0.9310134628320111,-0.7335721359489051
-0.2430101788925178,-0.9449211569522996,-0.7857519857121448
-0.23048653991500295,-0.9573040141438622,-0.8328619509919041
-0.21202385035013913,-0.9681420519586499,-0.8745980655414104
-0.1880978466437271,-0.9774177808525109,-0.9106910366532939
-0.1593250409201544,-0.985116232408393,-0.9409079827090137
-0.1264468350365316,-0.9912249834911597,-0.9650539357940998
-0.090310416546789,-0.9957341762950345,-0.9829730996839015
-0.05184692883801977,-0.9986365342513263,-0.9945498550830008
-0.012047477939031073,-0.9999273737707647,-0.9997095056321972
0.02806240575554069,-0.9996046118014953,-0.998418759869636
0.06744919278925522,-0.9976687691905393,-0.990685946036331
0.1050979860633394,-0.9941229698432931,-0.9765609583400978
0.14003867214778437,-0.9889729356824237,-0.956134935024623
0.1713709186314724,-0.9822269774142954,-0.9295396703208455
0.19828737339331712,-0.9738959811178273,-0.8969467640749107
0.22009446800836244,-0.9639933906774241,-0.8585665145395134
0.23623028923807463,-0.9525351860883297,-0.8146465614726577
0.2462790581020982,-0.9395398576694087,-0.7654702882989055
0.24998184344269114,-0.9250283762249751,-0.7113549936428281
0.24724323392060596,-0.9090241592038113,-0.6526498440323922
0.2381337965220824,-0.8915530329099958,-0.5897336209820241
0.2228882582274992,-0.8726431908265123,-0.5230122769917536
0.20189945769544423,-0.8523251481188987,-0.45291631623180506
0.1757082228118922,-0.8306316923923565,-0.3798980168131806
0.14498943493423455,-0.8075978307817765,-0.30442851256686193
0.11053463891908226,-0.783260733460075,-0.22699475316082907
0.07323164702907721,-0.7576596736559862,-0.148096362168991
0.03404166227406239,-0.7308359642781246,-0.06824241336467247
-0.006025489340231381,-0.702832891247567,0.012051853961171255
-0.04593737945414181,-0.6736956436465578,0.09226835946330042
-0.08466558040108908,-0.6434712407960375,0.17188952453681594
-0.12121216516691369,-0.612208456379691,0.2504016118743919
-0.15463542142516587,-0.5799577397369378,0.32729804023844483
-0.18407411706317983,-0.5467711344518948,0.40208265306037577
-0.20876969193820738,-0.512702194369668,0.47427291977705427
-0.22808580403860315,-0.47780589717551597,0.5434030492486005
-0.24152472639533334,-0.4421385556763269,0.6090269951689031
-0.2487401722371807,-0.4057577269275956,0.6707213340771014
-0.2495462179181018,-0.3687221193525213,0.7280879974003701
-0.2439220936956358,-0.3310914980031343,0.780756839900081
-0.23201271891422262,-0.2929265881163083,0.8283880279490774
-0.21412496780311968,-0.2542889771203174,0.8706742322302053
-0.19071976210978245,-0.2152410152500457,0.9073426107082592
-0.1624001943213971,-0.1758457149312546,0.9381565690806319
-0.12989598750885895,-0.1361666490962472,0.9629172873477989
-0.0940446922234185,-0.0962678485950464,0.9814650026537625
-0.055770104954017824,-0.05621369886760854,0.9936800401192436
-0.01605846424667826,-0.016068836043842884,0.9994835850163922
0.024066962148760633,0.024101957360926133,0.9988381913027442
0.06357224428007799,0.06423385698670739,0.9917480232332224
0.10143943173189801,0.10426210123713128,0.9782588284912364
0.13669278361297252,0.1441220957864409,0.9584576430122479
0.16842391091163872,0.18374951781656956,0.9324722294043564
0.1958151833650184,0.22308041981606838,0.9004702525893734
0.21816079770662763,0.2620513327734028,0.8626581979833666
0.234884964417352,0.3005993685980855,0.8192800391968647
0.24555674435357366,0.3386623216043569,0.7706156638510943
0.2499011529503738,0.3761787688936696,0.7169790676672863
0.24780624587279007,0.4130881694739609,0.6587163284813043
0.23932600353596573,0.44933096195578964,0.5962033732557694
0.22467894016745624,0.48484866066765686,0.5298435524975587
0.2042424732526108,0.5195839500354331,0.46006503773115304
0.17854319844807343,0.5534807770735655,0.38731805882008435
0.14824332055408262,0.5864844418388334,0.31207199896198407
0.11412359018483736,0.618541685700664,0.23481236610116193
0.07706318581541927,0.6496007772855849,0.15603766029992808
0.03801705959365932,0.6796115959571022,0.07625615728128086
-0.002008669342395673,0.7085257126963149,-0.00401737110364179
-0.041982639989908754,0.7362964682527209,-0.08426497832286015
-0.08087482502520218,0.7628790484391279,-0.16396888509477844
-0.11768307198218086,0.7882305564491388,-0.2426148202402379
-0.1514589261667469,0.812310082080535,-0.3196953388993712
-0.18133206991650055,0.8350787677528299,-0.3947130967031696
-0.2065327484683305,0.8564998712124763,-0.46718405877397684
-0.2264116045764284,0.8765388248245239,-0.536640622849515
-0.24045641079320454,0.895163291355062,-0.6026346363792552
-0.24830526826486105,0.9123432161544135,-0.6647402881259579
-0.24975593194231968,0.9280508756568893,-0.7225568556150379
-0.24477102192058098,0.9422609221188201,-0.7757112907044182
-0.23347898662358915,0.9549504245226877,-0.8238606265921229
-0.2161707930157831,0.9660989055813336,-0.866694190730901
-0.19329242912514102,0.9756883747825421,-0.9039356093715967
-0.16543341206859585,0.9837033574206643,-0.9353445908013744
-0.13331159769869927,0.9901309195684413,-0.9607184757708945
-0.09775468328823235,0.9949606889487232,-0.9798935451066361
-0.05967887988141434,0.998184871672407,-0.9927460760713194
-0.02006530387085574,0.9997982648155813,-0.9991931406564943
0.020065303870854242,0.9997982648155813,-0.9991931406564946
0.059678879881412884,0.9981848716724071,-0.9927460760713197
0.09775468328823096,0.9949606889487234,-0.9798935451066366
0.13331159769869802,0.9901309195684416,-0.9607184757708954
0.16543341206859474,0.9837033574206646,-0.9353445908013756
0.1932924291251395,0.9756883747825427,-0.9039356093715987
0.2161707930157819,0.9660989055813342,-0.8666941907309034
0.23347898662358865,0.9549504245226882,-0.8238606265921247
0.24477102192058067,0.9422609221188206,-0.7757112907044201
0.24975593194231954,0.9280508756568902,-0.7225568556150411
0.24830526826486135,0.9123432161544145,-0.6647402881259615
0.24045641079320498,0.8951632913550627,-0.6026346363792576
0.226411604576429,0.8765388248245247,-0.5366406228495175
0.20653274846833183,0.8564998712124775,-0.46718405877398106
0.1813320699165022,0.8350787677528312,-0.394713096703174
0.15145892616674805,0.8123100820805359,-0.319695338899374
0.1176830719821822,0.7882305564491396,-0.2426148202402408
0.08087482502520445,0.7628790484391295,-0.16396888509478316
0.041982639989911114,0.7362964682527225,-0.0842649783228649
0.0020086693423971734,0.7085257126963159,-0.004017371103644791
-0.038017059593657844,0.6796115959571033,0.07625615728127788
-0.07706318581541698,0.6496007772855866,0.15603766029992336
-0.11412359018483523,0.6185416857006659,0.23481236610115727
-0.14824332055408143,0.5864844418388346,0.31207199896198123
-0.17854319844807237,0.5534807770735667,0.3873180588200816
-0.2042424732526094,0.5195839500354352,0.46006503773114876
-0.22467894016745518,0.48484866066765897,0.5298435524975545
-0.23932600353596528,0.449330961955791,0.596203373255767
-0.24780624587278985,0.41308816947396226,0.658716328481302
-0.2499011529503738,0.37617876889367013,0.7169790676672854
-0.24555674435357414,0.33866232160435916,0.7706156638510913
-0.2348849644173525,0.30059936859808695,0.8192800391968629
-0.21816079770662836,0.26205133277340426,0.8626581979833651
-0.19581518336501877,0.22308041981606896,0.9004702525893729
-0.1684239109116405,0.18374951781657192,0.9324722294043546
-0.13669278361297454,0.14412209578644325,0.9584576430122466
-0.1014394317318994,0.10426210123713277,0.9782588284912358
-0.06357224428007945,0.06423385698670889,0.9917480232332221
-0.024066962148763013,0.02410195736092852,0.998838191302744
0.016058464246675876,-0.016068836043840493,0.9994835850163923
0.05577010495401636,-0.05621369886760704,0.9936800401192439
0.09404469222341712,-0.09626784859504492,0.981465002653763
0.1298959875088569,-0.13616664909624485,0.9629172873478002
0.16240019432139532,-0.17584571493125223,0.9381565690806336
0.19071976210978148,-0.21524101525004422,0.9073426107082605
0.21412496780311893,-0.25428897712031595,0.8706742322302069
0.2320127189142217,-0.292926588116306,0.8283880279490801
0.24392209369563525,-0.33109149800313203,0.780756839900084
0.2495462179181017,-0.3687221193525199,0.7280879974003721
0.24874017223718087,-0.40575772692759426,0.6707213340771037
0.24152472639533396,-0.44213855567632476,0.6090269951689069
0.22808580403860412,-0.47780589717551386,0.5434030492486045
0.20876969193820824,-0.5127021943696667,0.47427291977705693
0.18407411706318083,-0.5467711344518936,0.4020826530603785
0.15463542142516776,-0.5799577397369358,0.3272980402384494
0.1212121651669158,-0.6122084563796891,0.2504016118743966
0.08466558040109048,-0.6434712407960363,0.17188952453681888
0.04593737945414328,-0.6736956436465567,0.0922683594633034
0.006025489340233768,-0.7028328912475653,0.01205185396117603
-0.034041662274060025,-0.7308359642781229,-0.06824241336466771
-0.07323164702907578,-0.7576596736559852,-0.14809636216898803
-0.11053463891908091,-0.783260733460074,-0.22699475316082615
-0.14498943493423405,-0.8075978307817762,-0.30442851256686076
-0.1757082228118905,-0.8306316923923551,-0.37989801681317614
-0.20189945769544335,-0.8523251481188978,-0.4529163162318024
-0.22288825822749853,-0.8726431908265115,-0.523012276991751
-0.23813379652208222,-0.8915530329099955,-0.5897336209820231
-0.24724323392060563,-0.9090241592038103,-0.6526498440323887
-0.2499818434426912,-0.9250283762249741,-0.7113549936428247
-0.2462790581020984,-0.9395398576694082,-0.7654702882989035
-0.2362302892380751,-0.9525351860883292,-0.8146465614726559
-0.22009446800836358,-0.9639933906774234,-0.8585665145395109
-0.19828737339331856,-0.9738959811178267,-0.8969467640749086
-0.1713709186314735,-0.9822269774142951,-0.9295396703208444
